Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost
167,CA-1167,2025-06-08,2026-03-05,Second Class,CUST-038,USA,East Anna,Arizona,72332,Sugar,Central,P-011,Everlasting Gobstopper,537,21,275,262
168,CA-1168,2026-03-09,2025-08-24,Standard Class,CUST-243,USA,Port Gabrielle,Minnesota,45302,Sugar,Central,P-012,Hair Toffee,912,9,105,807
169,CA-1169,2025-12-17,2025-12-11,Second Class,CUST-234,USA,West Jacobview,Hawaii,97442,Other,East,P-013,Lickable Wallpaper,314,20,184,130
170,CA-1170,2026-02-13,2025-04-01,Standard Class,CUST-072,USA,Nathanburgh,New Jersey,41128,Chocolate,West,P-005,Wonka Bar - Triple Dazzle Caramel,163,25,27,136
171,CA-1171,2026-03-20,2025-10-08,Second Class,CUST-212,USA,Lake Bridgetmouth,Virginia,93504,Sugar,West,P-007,SweeTARTS,996,22,508,488
172,CA-1172,2025-08-20,2026-03-03,Second Class,CUST-253,USA,New Meghan,Pennsylvania,03553,Chocolate,Central,P-003,Wonka Bar - Scrumdiddlyumptious,674,22,590,84
173,CA-1173,2025-04-02,2026-03-02,First Class,CUST-214,USA,Lake Jenniferland,Mississippi,71481,Other,West,P-015,Kazookles,630,6,391,239
174,CA-1174,2026-01-02,2025-10-23,Standard Class,CUST-261,USA,West Roymouth,Rhode Island,30444,Sugar,East,P-006,Laffy Taffy,478,19,44,434
175,CA-1175,2025-09-28,2025-04-09,First Class,CUST-037,USA,West Paulberg,Iowa,99454,Chocolate,Central,P-002,Wonka Bar - Fudge Mallows,289,28,126,163
176,CA-1176,2025-11-11,2025-09-03,Standard Class,CUST-182,USA,Lake Tyler,Arkansas,38715,Chocolate,Central,P-002,Wonka Bar - Fudge Mallows,802,28,650,152
177,CA-1177,2025-12-22,2025-11-25,First Class,CUST-026,USA,Stephaniefurt,New York,46165,Chocolate,West,P-005,Wonka Bar - Triple Dazzle Caramel,661,25,22,639
178,CA-1178,2026-03-21,2025-04-14,First Class,CUST-155,USA,North Angela,Oregon,97378,Other,West,P-010,Fizzy Lifting Drinks,804,5,100,704
179,CA-1179,2026-02-07,2025-06-01,Standard Class,CUST-206,USA,Washingtonstad,Alaska,16336,Sugar,West,P-006,Laffy Taffy,458,21,344,114
180,CA-1180,2025-06-01,2025-07-22,Standard Class,CUST-201,USA,Peggymouth,Arizona,11594,Other,Central,P-015,Kazookles,678,6,108,570
181,CA-1181,2026-01-09,2025-10-26,Second Class,CUST-211,USA,East Bonnie,Massachusetts,30215,Sugar,South,P-008,Nerds,459,23,399,60
182,CA-1182,2026-01-10,2025-12-18,Standard Class,CUST-105,USA,Coltonbury,Oklahoma,94155,Sugar,South,P-012,Hair Toffee,533,27,256,277
183,CA-1183,2026-02-05,2025-06-20,First Class,CUST-025,USA,Washingtonland,Iowa,07714,Sugar,East,P-006,Laffy Taffy,520,27,155,365
184,CA-1184,2025-10-29,2025-06-07,Standard Class,CUST-078,USA,Moorefurt,Oklahoma,20288,Sugar,Central,P-009,Fun Dip,961,23,850,111
185,CA-1185,2025-11-12,2026-02-08,Second Class,CUST-132,USA,Port Michaelborough,Florida,79494,Sugar,West,P-007,SweeTARTS,532,24,201,331
186,CA-1186,2025-04-10,2026-03-19,First Class,CUST-077,USA,East Mckenzieside,Kentucky,48008,Other,South,P-014,Wonka Gum,269,11,62,207
187,CA-1187,2026-01-26,2026-03-29,Second Class,CUST-033,USA,Tiffanyhaven,Georgia,75641,Sugar,West,P-007,SweeTARTS,766,14,493,273
188,CA-1188,2025-10-29,2026-03-23,Second Class,CUST-026,USA,New Michaelton,South Dakota,65421,Sugar,South,P-012,Hair Toffee,713,26,97,616
189,CA-1189,2025-07-16,2025-04-16,First Class,CUST-120,USA,West Kristenstad,Florida,51054,Sugar,East,P-008,Nerds,991,9,372,619
190,CA-1190,2025-10-27,2025-09-27,Second Class,CUST-173,USA,Lake Travisbury,New Hampshire,93936,Sugar,West,P-008,Nerds,806,10,35,771
191,CA-1191,2025-12-13,2025-11-19,Second Class,CUST-108,USA,East Kennethberg,Alaska,41009,Chocolate,East,P-003,Wonka Bar - Scrumdiddlyumptious,922,29,39,883
192,CA-1192,2025-12-03,2025-12-04,Standard Class,CUST-024,USA,West Sabrinaville,Virginia,24598,Chocolate,East,P-003,Wonka Bar - Scrumdiddlyumptious,333,27,121,212
193,CA-1193,2026-02-27,2025-05-19,Standard Class,CUST-211,USA,North Michael,Rhode Island,84175,Other,East,P-010,Fizzy Lifting Drinks,490,19,134,356
194,CA-1194,2025-07-14,2025-06-21,Standard Class,CUST-107,USA,Lake George,Nevada,43870,Chocolate,South,P-003,Wonka Bar - Scrumdiddlyumptious,910,29,116,794
195,CA-1195,2025-06-05,2025-10-08,Standard Class,CUST-290,USA,Hendricksstad,Oregon,34179,Chocolate,West,P-003,Wonka Bar - Scrumdiddlyumptious,103,17,48,55
196,CA-1196,2025-07-28,2025-09-28,Second Class,CUST-180,USA,Rodriguezport,Kansas,14216,Other,West,P-013,Lickable Wallpaper,458,8,391,67
197,CA-1197,2025-04-22,2026-03-17,Second Class,CUST-173,USA,Port Mark,North Dakota,46866,Sugar,South,P-012,Hair Toffee,826,16,328,498
198,CA-1198,2026-02-15,2025-08-26,Second Class,CUST-014,USA,New Juanmouth,California,25057,Sugar,Central,P-007,SweeTARTS,257,18,160,97
199,CA-1199,2026-02-04,2025-06-12,Second Class,CUST-072,USA,East Sarah,Rhode Island,30438,Chocolate,West,P-005,Wonka Bar - Triple Dazzle Caramel,845,28,652,193
200,CA-1200,2025-06-16,2025-08-23,First Class,CUST-254,USA,Lake Susan,Texas,48223,Chocolate,West,P-004,Wonka Bar - Milk Chocolate,385,24,20,365
201,CA-1201,2025-06-27,2025-12-06,First Class,CUST-248,USA,North Shariport,Louisiana,99444,Other,West,P-010,Fizzy Lifting Drinks,932,19,197,735
202,CA-1202,2026-01-20,2025-10-08,First Class,CUST-291,USA,New Eric,Tennessee,17772,Sugar,Central,P-008,Nerds,971,15,79,892
203,CA-1203,2025-04-21,2025-10-03,Standard Class,CUST-235,USA,South Makaylachester,Georgia,98948,Sugar,Central,P-009,Fun Dip,200,11,91,109
204,CA-1204,2025-10-15,2025-04-24,Standard Class,CUST-250,USA,Danastad,Washington,52781,Other,East,P-014,Wonka Gum,794,28,159,635
205,CA-1205,2025-06-20,2025-10-03,First Class,CUST-020,USA,East Robert,Arkansas,09358,Chocolate,Central,P-005,Wonka Bar - Triple Dazzle Caramel,971,17,599,372
206,CA-1206,2025-09-18,2026-01-15,Second Class,CUST-105,USA,New Kristinmouth,Arkansas,39661,Chocolate,South,P-004,Wonka Bar - Milk Chocolate,712,30,468,244
207,CA-1207,2025-09-15,2025-10-20,Second Class,CUST-116,USA,New Barbaraville,Mississippi,24661,Other,Central,P-013,Lickable Wallpaper,486,21,435,51
208,CA-1208,2025-07-04,2025-11-07,First Class,CUST-043,USA,Port Peterhaven,Maryland,81670,Other,West,P-010,Fizzy Lifting Drinks,157,27,73,84
209,CA-1209,2025-09-15,2026-04-01,Standard Class,CUST-123,USA,New Juliebury,New York,31937,Other,Central,P-013,Lickable Wallpaper,596,19,93,503
210,CA-1210,2025-11-21,2025-09-22,First Class,CUST-164,USA,Meganborough,Wyoming,64169,Chocolate,East,P-005,Wonka Bar - Triple Dazzle Caramel,739,24,605,134
211,CA-1211,2025-06-14,2026-01-07,First Class,CUST-034,USA,East Stephanieville,Iowa,21162,Chocolate,East,P-004,Wonka Bar - Milk Chocolate,886,23,336,550
212,CA-1212,2025-05-22,2025-12-27,Standard Class,CUST-070,USA,West Katiemouth,Oregon,68143,Other,East,P-010,Fizzy Lifting Drinks,250,27,137,113
213,CA-1213,2025-12-29,2025-11-21,Second Class,CUST-041,USA,New Brianburgh,Kansas,75449,Chocolate,Central,P-002,Wonka Bar - Fudge Mallows,603,11,316,287
214,CA-1214,2025-12-20,2025-05-09,First Class,CUST-139,USA,Harperburgh,Illinois,30536,Sugar,East,P-011,Everlasting Gobstopper,796,15,169,627
215,CA-1215,2025-06-30,2025-11-30,Second Class,CUST-286,USA,Karenborough,Pennsylvania,53695,Chocolate,West,P-005,Wonka Bar - Triple Dazzle Caramel,540,7,166,374
216,CA-1216,2025-06-21,2026-02-08,First Class,CUST-054,USA,Griffithview,Idaho,70795,Other,South,P-014,Wonka Gum,126,14,67,59
217,CA-1217,2025-07-01,2025-11-23,First Class,CUST-155,USA,Lake Brianport,Arkansas,97544,Other,East,P-013,Lickable Wallpaper,952,24,351,601
218,CA-1218,2025-10-01,2025-06-26,Standard Class,CUST-274,USA,Thorntonbury,Kentucky,02247,Chocolate,Central,P-002,Wonka Bar - Fudge Mallows,586,25,86,500
219,CA-1219,2025-06-15,2025-07-23,Second Class,CUST-015,USA,North Nicholas,Minnesota,87923,Sugar,Central,P-008,Nerds,318,9,123,195
220,CA-1220,2025-11-02,2025-05-28,Second Class,CUST-060,USA,North Sierra,Idaho,47669,Other,East,P-010,Fizzy Lifting Drinks,477,22,82,395
221,CA-1221,2025-04-25,2026-03-30,Standard Class,CUST-123,USA,Port Johnmouth,North Dakota,32258,Chocolate,West,P-004,Wonka Bar - Milk Chocolate,984,20,532,452
222,CA-1222,2026-02-18,2025-07-31,Second Class,CUST-276,USA,Matthewhaven,Massachusetts,95664,Sugar,Central,P-011,Everlasting Gobstopper,563,17,207,356
223,CA-1223,2025-08-21,2025-12-16,Standard Class,CUST-028,USA,Lake Jason,Missouri,55823,Other,South,P-010,Fizzy Lifting Drinks,476,25,390,86
224,CA-1224,2026-03-04,2025-06-14,First Class,CUST-201,USA,Diazmouth,Minnesota,22178,Other,East,P-010,Fizzy Lifting Drinks,268,30,63,205
225,CA-1225,2025-10-16,2025-09-26,Standard Class,CUST-064,USA,Rogersburgh,South Carolina,85763,Sugar,East,P-007,SweeTARTS,934,13,699,235
226,CA-1226,2025-09-07,2026-01-18,First Class,CUST-289,USA,North Jacobmouth,Ohio,15234,Sugar,Central,P-012,Hair Toffee,546,10,202,344
227,CA-1227,2025-06-25,2025-07-04,First Class,CUST-066,USA,Lake Ronald,Colorado,24685,Other,South,P-013,Lickable Wallpaper,950,14,54,896
228,CA-1228,2026-03-01,2025-11-28,Standard Class,CUST-111,USA,Evelynfurt,Nevada,77838,Sugar,Central,P-008,Nerds,893,25,537,356
229,CA-1229,2025-12-25,2026-01-07,First Class,CUST-280,USA,Lopezside,Maine,77103,Sugar,West,P-008,Nerds,904,21,244,660
230,CA-1230,2025-04-30,2025-10-17,Standard Class,CUST-282,USA,West Eddiebury,Alaska,94547,Chocolate,South,P-001,Wonka Bar - Nutty Crunch Surprise,744,17,592,152
231,CA-1231,2025-07-19,2026-02-28,Second Class,CUST-020,USA,Stephaniefurt,Washington,96268,Chocolate,West,P-005,Wonka Bar - Triple Dazzle Caramel,442,6,339,103
232,CA-1232,2025-06-16,2026-01-10,Standard Class,CUST-230,USA,Torreschester,Minnesota,59555,Sugar,West,P-007,SweeTARTS,156,28,103,53
233,CA-1233,2025-08-07,2026-03-08,First Class,CUST-116,USA,Johnsonmouth,Michigan,66508,Sugar,Central,P-011,Everlasting Gobstopper,426,21,78,348
234,CA-1234,2025-08-03,2025-04-15,First Class,CUST-197,USA,Karenfurt,New Mexico,05439,Chocolate,Central,P-002,Wonka Bar - Fudge Mallows,909,18,24,885
235,CA-1235,2025-04-09,2025-06-05,Standard Class,CUST-086,USA,Jonesborough,Virginia,83363,Other,West,P-010,Fizzy Lifting Drinks,398,26,123,275
236,CA-1236,2025-12-05,2025-12-14,Second Class,CUST-033,USA,Freemanhaven,Utah,59446,Chocolate,South,P-003,Wonka Bar - Scrumdiddlyumptious,965,14,681,284
237,CA-1237,2025-07-03,2025-09-04,Second Class,CUST-161,USA,Donnaport,North Carolina,96442,Sugar,South,P-007,SweeTARTS,248,13,43,205
238,CA-1238,2026-02-18,2025-04-23,Standard Class,CUST-008,USA,Clarkbury,Oregon,19136,Other,West,P-013,Lickable Wallpaper,189,18,51,138
239,CA-1239,2026-02-13,2026-01-03,Standard Class,CUST-065,USA,Michelletown,Vermont,29765,Sugar,East,P-011,Everlasting Gobstopper,681,30,41,640
240,CA-1240,2025-06-06,2025-04-05,Standard Class,CUST-018,USA,Waltersberg,Florida,42679,Other,West,P-015,Kazookles,112,8,34,78
241,CA-1241,2025-06-28,2026-01-06,First Class,CUST-140,USA,North Hollyburgh,Iowa,62337,Other,South,P-013,Lickable Wallpaper,720,29,266,454
242,CA-1242,2026-01-27,2025-05-31,Second Class,CUST-242,USA,Andrewburgh,Rhode Island,36510,Sugar,West,P-007,SweeTARTS,894,6,83,811
243,CA-1243,2026-02-15,2025-09-10,Standard Class,CUST-296,USA,Leeburgh,Pennsylvania,94986,Sugar,East,P-012,Hair Toffee,974,12,797,177
244,CA-1244,2025-10-29,2026-02-22,First Class,CUST-295,USA,New Anthony,Colorado,40684,Sugar,South,P-006,Laffy Taffy,278,15,51,227
245,CA-1245,2025-10-06,2025-04-16,Second Class,CUST-009,USA,Danielleland,Minnesota,54969,Chocolate,West,P-003,Wonka Bar - Scrumdiddlyumptious,531,12,395,136
246,CA-1246,2025-11-10,2025-10-01,First Class,CUST-088,USA,Anthonyburgh,Idaho,06904,Other,Central,P-015,Kazookles,558,6,67,491
247,CA-1247,2025-12-08,2025-04-10,Second Class,CUST-086,USA,Christinabury,Arizona,13871,Sugar,East,P-009,Fun Dip,500,20,62,438
248,CA-1248,2025-05-28,2025-05-15,Second Class,CUST-276,USA,Comptonborough,New Mexico,22011,Chocolate,South,P-003,Wonka Bar - Scrumdiddlyumptious,923,29,205,718
249,CA-1249,2025-10-19,2026-02-22,First Class,CUST-138,USA,Lake Amanda,Missouri,45513,Other,East,P-015,Kazookles,131,6,30,101
250,CA-1250,2026-02-22,2025-11-27,First Class,CUST-005,USA,South Jordan,South Carolina,55245,Chocolate,South,P-002,Wonka Bar - Fudge Mallows,209,28,154,55
251,CA-1251,2025-05-13,2025-09-25,First Class,CUST-292,USA,New Veronica,Nevada,57753,Sugar,Central,P-007,SweeTARTS,864,9,631,233
252,CA-1252,2025-10-02,2026-02-06,Second Class,CUST-073,USA,Costaburgh,Oregon,13761,Other,Central,P-013,Lickable Wallpaper,556,16,170,386
253,CA-1253,2025-12-09,2025-12-19,Standard Class,CUST-034,USA,West Sarahfurt,California,91314,Other,South,P-015,Kazookles,424,8,346,78
254,CA-1254,2025-10-20,2025-05-31,Second Class,CUST-210,USA,East Curtis,Virginia,98660,Chocolate,West,P-001,Wonka Bar - Nutty Crunch Surprise,851,29,411,440
255,CA-1255,2025-09-23,2025-11-03,First Class,CUST-205,USA,Williamborough,Pennsylvania,99780,Sugar,East,P-008,Nerds,296,9,55,241
256,CA-1256,2025-07-18,2025-09-08,First Class,CUST-282,USA,Pooleshire,New York,96926,Other,East,P-015,Kazookles,781,7,611,170
257,CA-1257,2026-01-23,2025-09-11,Standard Class,CUST-152,USA,North Bradleyside,Arizona,68198,Chocolate,West,P-004,Wonka Bar - Milk Chocolate,429,14,125,304
258,CA-1258,2025-06-03,2025-12-07,Second Class,CUST-014,USA,South Shannon,California,32487,Other,South,P-013,Lickable Wallpaper,714,10,487,227
259,CA-1259,2025-08-09,2026-01-03,Second Class,CUST-021,USA,East Alexander,New York,49935,Sugar,South,P-012,Hair Toffee,839,10,728,111
260,CA-1260,2026-03-01,2025-10-17,Standard Class,CUST-090,USA,Rachaelbury,Arkansas,49858,Chocolate,West,P-002,Wonka Bar - Fudge Mallows,788,12,294,494
261,CA-1261,2025-10-04,2025-06-24,First Class,CUST-191,USA,North Jessicachester,Washington,25459,Other,West,P-014,Wonka Gum,272,11,73,199
262,CA-1262,2026-02-28,2025-05-24,Standard Class,CUST-226,USA,West Anthonymouth,Delaware,42191,Other,Central,P-010,Fizzy Lifting Drinks,809,14,633,176
263,CA-1263,2026-03-27,2026-02-09,First Class,CUST-223,USA,Bakerchester,Georgia,38172,Sugar,West,P-012,Hair Toffee,419,6,74,345
264,CA-1264,2025-11-05,2026-01-03,First Class,CUST-155,USA,Carrollburgh,Louisiana,71763,Sugar,South,P-006,Laffy Taffy,712,29,263,449
265,CA-1265,2026-01-18,2026-01-18,Second Class,CUST-034,USA,Port Tina,Illinois,89737,Sugar,South,P-006,Laffy Taffy,104,8,38,66
266,CA-1266,2025-07-21,2026-02-03,Standard Class,CUST-283,USA,Tiffanyview,West Virginia,53901,Other,West,P-010,Fizzy Lifting Drinks,481,19,74,407
267,CA-1267,2025-11-09,2025-11-01,Second Class,CUST-234,USA,North Jean,Rhode Island,52214,Other,East,P-014,Wonka Gum,190,18,36,154
268,CA-1268,2025-10-28,2025-06-01,Standard Class,CUST-081,USA,Amberstad,Pennsylvania,63243,Chocolate,Central,P-005,Wonka Bar - Triple Dazzle Caramel,880,21,133,747
269,CA-1269,2025-05-22,2026-01-06,First Class,CUST-239,USA,Michaelfurt,Kansas,56259,Chocolate,West,P-002,Wonka Bar - Fudge Mallows,596,15,236,360
270,CA-1270,2025-11-16,2025-11-29,Standard Class,CUST-132,USA,Gonzalezview,Oregon,20507,Sugar,Central,P-011,Everlasting Gobstopper,329,27,208,121
271,CA-1271,2025-09-03,2025-04-02,First Class,CUST-268,USA,East Stevenmouth,Maryland,67653,Other,Central,P-013,Lickable Wallpaper,368,21,66,302
272,CA-1272,2025-05-22,2026-03-14,Second Class,CUST-046,USA,South Sarahmouth,Maine,32301,Sugar,West,P-007,SweeTARTS,775,8,112,663
273,CA-1273,2025-12-12,2026-02-02,Second Class,CUST-062,USA,Mcgeeberg,Idaho,63015,Chocolate,Central,P-004,Wonka Bar - Milk Chocolate,602,5,210,392
274,CA-1274,2025-04-15,2026-03-08,First Class,CUST-167,USA,North Victoriastad,Ohio,16212,Sugar,Central,P-008,Nerds,614,20,407,207
275,CA-1275,2026-01-20,2026-01-13,Second Class,CUST-221,USA,West Jill,Massachusetts,68059,Sugar,East,P-011,Everlasting Gobstopper,975,18,918,57
276,CA-1276,2025-10-25,2025-11-14,Second Class,CUST-299,USA,Lindaport,California,79618,Sugar,West,P-007,SweeTARTS,185,18,113,72
277,CA-1277,2025-09-21,2025-12-06,Second Class,CUST-214,USA,Benjaminside,Michigan,39300,Sugar,West,P-012,Hair Toffee,764,11,393,371
278,CA-1278,2026-03-10,2025-05-17,Second Class,CUST-247,USA,Patriciaberg,Washington,85722,Other,East,P-010,Fizzy Lifting Drinks,296,9,150,146
279,CA-1279,2025-06-26,2025-08-13,First Class,CUST-236,USA,Kevinhaven,New Jersey,66566,Other,East,P-015,Kazookles,283,14,134,149
280,CA-1280,2025-12-09,2026-02-04,Second Class,CUST-224,USA,Harperside,Minnesota,36581,Sugar,Central,P-009,Fun Dip,921,22,132,789
281,CA-1281,2026-03-24,2025-09-13,Second Class,CUST-245,USA,South Coreymouth,Washington,05383,Chocolate,South,P-003,Wonka Bar - Scrumdiddlyumptious,271,14,42,229
282,CA-1282,2026-02-21,2025-07-30,Standard Class,CUST-181,USA,West Patrick,Louisiana,45171,Chocolate,Central,P-001,Wonka Bar - Nutty Crunch Surprise,604,21,267,337
283,CA-1283,2025-12-12,2026-03-17,Standard Class,CUST-215,USA,South Melinda,Florida,58018,Sugar,West,P-009,Fun Dip,553,29,329,224
284,CA-1284,2025-12-06,2025-07-14,First Class,CUST-047,USA,Cooperfort,Idaho,17069,Sugar,East,P-012,Hair Toffee,198,30,38,160
285,CA-1285,2025-12-22,2025-07-06,First Class,CUST-010,USA,Dennisfurt,Mississippi,21645,Sugar,South,P-009,Fun Dip,136,18,28,108
286,CA-1286,2025-09-07,2026-03-06,First Class,CUST-218,USA,Noahbury,Connecticut,16431,Other,Central,P-010,Fizzy Lifting Drinks,913,8,315,598
287,CA-1287,2025-06-09,2026-01-08,Second Class,CUST-095,USA,Nicoletown,Maine,53131,Chocolate,East,P-001,Wonka Bar - Nutty Crunch Surprise,712,28,293,419
288,CA-1288,2025-04-09,2025-09-05,First Class,CUST-248,USA,Williamstown,Nebraska,69067,Chocolate,West,P-002,Wonka Bar - Fudge Mallows,212,29,22,190
289,CA-1289,2025-09-11,2026-03-12,Second Class,CUST-120,USA,Jordanstad,Texas,09156,Sugar,East,P-012,Hair Toffee,402,11,116,286
290,CA-1290,2026-02-02,2025-04-13,Standard Class,CUST-158,USA,Tapiamouth,Mississippi,69816,Chocolate,West,P-004,Wonka Bar - Milk Chocolate,983,28,694,289
291,CA-1291,2025-07-22,2026-01-13,Standard Class,CUST-245,USA,North Marissa,California,94379,Chocolate,Central,P-003,Wonka Bar - Scrumdiddlyumptious,156,7,73,83
292,CA-1292,2026-03-30,2025-10-15,Second Class,CUST-025,USA,Jonathanview,Missouri,43354,Chocolate,South,P-003,Wonka Bar - Scrumdiddlyumptious,690,11,627,63
293,CA-1293,2025-05-30,2025-07-13,First Class,CUST-128,USA,Oneillberg,Michigan,95391,Other,Central,P-014,Wonka Gum,513,18,302,211
294,CA-1294,2025-05-31,2025-04-21,Standard Class,CUST-149,USA,New Charles,Tennessee,87659,Sugar,East,P-009,Fun Dip,487,21,36,451
295,CA-1295,2025-04-09,2025-09-01,First Class,CUST-014,USA,Christopherside,Kansas,90648,Sugar,South,P-009,Fun Dip,951,10,332,619
296,CA-1296,2025-10-09,2026-03-19,Standard Class,CUST-296,USA,Nicolechester,Iowa,53763,Chocolate,East,P-005,Wonka Bar - Triple Dazzle Caramel,865,19,472,393
297,CA-1297,2025-10-15,2025-11-28,Standard Class,CUST-109,USA,Garnerport,North Carolina,30341,Sugar,East,P-011,Everlasting Gobstopper,647,20,211,436
298,CA-1298,2025-09-12,2026-03-01,First Class,CUST-188,USA,Riverahaven,Texas,69212,Chocolate,East,P-005,Wonka Bar - Triple Dazzle Caramel,871,5,330,541
299,CA-1299,2025-07-27,2025-08-19,First Class,CUST-138,USA,Jamiefort,Virginia,92572,Sugar,Central,P-006,Laffy Taffy,675,15,129,546
300,CA-1300,2025-05-07,2026-01-15,Standard Class,CUST-062,USA,Smithshire,Michigan,71121,Sugar,West,P-007,SweeTARTS,475,28,353,122
301,CA-1301,2025-12-12,2025-04-06,First Class,CUST-129,USA,New Corey,Washington,66420,Sugar,West,P-008,Nerds,479,29,221,258
302,CA-1302,2026-01-08,2025-11-26,Second Class,CUST-123,USA,Adamsland,Louisiana,21233,Sugar,East,P-009,Fun Dip,243,23,142,101
303,CA-1303,2026-02-25,2025-04-07,Second Class,CUST-055,USA,Hardinbury,Georgia,16318,Other,East,P-013,Lickable Wallpaper,252,22,188,64
304,CA-1304,2026-02-25,2026-01-24,First Class,CUST-183,USA,Phillipsland,Oregon,98257,Sugar,West,P-007,SweeTARTS,443,25,368,75
305,CA-1305,2025-04-16,2025-11-30,Second Class,CUST-196,USA,Justinchester,Wisconsin,95963,Chocolate,South,P-001,Wonka Bar - Nutty Crunch Surprise,220,21,94,126
306,CA-1306,2025-09-06,2025-07-08,Standard Class,CUST-059,USA,Harristown,Illinois,39393,Other,Central,P-015,Kazookles,221,22,144,77
307,CA-1307,2025-08-30,2025-05-26,First Class,CUST-235,USA,Lauraview,West Virginia,39789,Chocolate,East,P-004,Wonka Bar - Milk Chocolate,380,10,34,346
308,CA-1308,2026-02-18,2025-06-13,Second Class,CUST-013,USA,North Debra,Missouri,16393,Sugar,Central,P-007,SweeTARTS,437,16,255,182
309,CA-1309,2025-12-05,2025-11-11,Second Class,CUST-282,USA,Edwardsberg,Connecticut,17959,Chocolate,East,P-004,Wonka Bar - Milk Chocolate,359,17,287,72
310,CA-1310,2025-11-17,2025-04-01,Second Class,CUST-267,USA,East Kimberlyville,Arkansas,57404,Other,East,P-015,Kazookles,980,30,679,301
311,CA-1311,2025-05-19,2025-04-02,Second Class,CUST-163,USA,North Corey,South Dakota,14946,Chocolate,Central,P-004,Wonka Bar - Milk Chocolate,381,16,317,64
312,CA-1312,2025-05-30,2025-05-07,First Class,CUST-049,USA,Mcgeeview,North Carolina,68453,Sugar,East,P-009,Fun Dip,376,23,247,129
313,CA-1313,2026-01-14,2025-09-07,First Class,CUST-018,USA,East Karen,Massachusetts,63418,Other,South,P-010,Fizzy Lifting Drinks,478,28,45,433
314,CA-1314,2025-05-13,2025-07-03,Second Class,CUST-089,USA,New Linda,Connecticut,40070,Other,South,P-015,Kazookles,715,13,337,378
315,CA-1315,2025-11-27,2025-12-10,Standard Class,CUST-142,USA,Judithshire,Kansas,43314,Chocolate,West,P-002,Wonka Bar - Fudge Mallows,954,5,707,247
316,CA-1316,2025-11-04,2025-06-27,Standard Class,CUST-108,USA,Rachelville,Nevada,42361,Sugar,East,P-007,SweeTARTS,331,10,200,131
317,CA-1317,2025-06-01,2025-04-30,Standard Class,CUST-124,USA,South Faith,Kentucky,50017,Sugar,Central,P-011,Everlasting Gobstopper,855,13,769,86
318,CA-1318,2025-10-25,2025-06-17,Second Class,CUST-220,USA,Morenomouth,Mississippi,60604,Sugar,West,P-011,Everlasting Gobstopper,990,10,626,364
319,CA-1319,2025-11-17,2025-12-03,Second Class,CUST-257,USA,New Johnfurt,Nevada,89610,Other,East,P-013,Lickable Wallpaper,773,9,399,374
320,CA-1320,2025-08-07,2025-10-19,Standard Class,CUST-254,USA,New Melissa,Montana,40913,Other,Central,P-010,Fizzy Lifting Drinks,301,8,193,108
321,CA-1321,2025-08-21,2025-12-06,Second Class,CUST-202,USA,Port Sylvia,Alaska,49416,Other,West,P-010,Fizzy Lifting Drinks,767,8,383,384
322,CA-1322,2025-05-06,2025-04-29,First Class,CUST-116,USA,Phyllisville,Arizona,36616,Sugar,South,P-009,Fun Dip,315,20,43,272
323,CA-1323,2026-03-25,2025-10-16,Second Class,CUST-245,USA,Port Kimberlyton,Alaska,29121,Chocolate,Central,P-003,Wonka Bar - Scrumdiddlyumptious,566,25,468,98
324,CA-1324,2025-06-28,2025-05-21,Second Class,CUST-194,USA,Holtton,Missouri,18616,Sugar,West,P-008,Nerds,714,13,438,276
325,CA-1325,2026-03-05,2025-06-19,Standard Class,CUST-144,USA,Lake Jamieville,West Virginia,40646,Other,East,P-014,Wonka Gum,848,30,307,541
326,CA-1326,2025-10-18,2026-02-11,Second Class,CUST-145,USA,New Kenneth,Louisiana,57790,Sugar,West,P-012,Hair Toffee,377,17,153,224
327,CA-1327,2025-08-19,2025-05-16,First Class,CUST-097,USA,Ritterton,Kansas,85875,Other,South,P-013,Lickable Wallpaper,292,16,135,157
328,CA-1328,2025-07-10,2025-08-16,Second Class,CUST-197,USA,North Evan,Mississippi,70093,Sugar,Central,P-006,Laffy Taffy,236,8,38,198
329,CA-1329,2025-09-03,2025-04-25,First Class,CUST-263,USA,Heatherland,Washington,84577,Sugar,West,P-008,Nerds,441,15,25,416
330,CA-1330,2025-11-23,2025-08-27,First Class,CUST-114,USA,North Carolinefurt,Maine,38725,Chocolate,East,P-002,Wonka Bar - Fudge Mallows,228,8,60,168
331,CA-1331,2026-02-14,2025-08-20,First Class,CUST-243,USA,Maldonadoside,Montana,74616,Other,South,P-013,Lickable Wallpaper,652,25,293,359
332,CA-1332,2025-10-27,2025-12-30,Standard Class,CUST-039,USA,East Maryview,Utah,99596,Other,Central,P-015,Kazookles,497,6,228,269
333,CA-1333,2025-09-26,2025-04-18,Standard Class,CUST-287,USA,Reynoldsview,New Jersey,77118,Chocolate,Central,P-003,Wonka Bar - Scrumdiddlyumptious,939,26,781,158
334,CA-1334,2026-02-28,2025-07-13,Second Class,CUST-072,USA,Lake Reginaland,Ohio,36161,Other,West,P-015,Kazookles,265,16,29,236
335,CA-1335,2025-06-02,2025-10-15,Second Class,CUST-074,USA,South Jason,Ohio,01167,Sugar,South,P-009,Fun Dip,719,8,461,258
